LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
3.4,-1.900000,-1.900000,-2.837755333333e-08,1.111752470452e-11,3,-2.837446000000e-08;-2.839245000000e-08;-2.836575000000e-08
3.4,-1.800000,-1.800000,-2.816398000000e-08,8.975199162136e-12,3,-2.816719000000e-08;-2.815174000000e-08;-2.817301000000e-08
3.4,-1.700000,-1.700000,-2.782410000000e-08,1.149805490797e-11,3,-2.781685000000e-08;-2.784033000000e-08;-2.781512000000e-08
3.4,-1.600000,-1.600000,-2.733489666667e-08,4.208565340140e-12,3,-2.733334000000e-08;-2.734065000000e-08;-2.733070000000e-08
3.4,-1.500000,-1.500000,-2.661188000000e-08,9.773013864720e-12,3,-2.661531000000e-08;-2.659857000000e-08;-2.662176000000e-08
3.4,-1.400000,-1.400000,-2.555440666667e-08,2.587989352545e-12,3,-2.555596000000e-08;-2.555076000000e-08;-2.555650000000e-08
3.4,-1.300000,-1.300000,-2.407095666667e-08,5.075695901932e-12,3,-2.407467000000e-08;-2.407442000000e-08;-2.406378000000e-08
3.4,-1.200000,-1.200000,-2.200196000000e-08,6.751182612452e-12,3,-2.200952000000e-08;-2.200323000000e-08;-2.199313000000e-08
3.4,-1.100000,-1.100000,-1.926176333333e-08,9.702361682716e-12,3,-1.927535000000e-08;-1.925331000000e-08;-1.925663000000e-08
3.4,-1.000000,-1.000000,-1.562386000000e-08,3.378471054584e-12,3,-1.562220000000e-08;-1.562081000000e-08;-1.562857000000e-08
3.4,-0.990000,-0.990000,-1.522756666667e-08,1.916086694861e-11,3,-1.525438000000e-08;-1.521755000000e-08;-1.521077000000e-08
3.4,-0.980000,-0.980000,-1.478179000000e-08,8.996603062638e-12,3,-1.477285000000e-08;-1.479410000000e-08;-1.477842000000e-08
3.4,-0.970000,-0.970000,-1.434506666667e-08,5.351465365258e-11,3,-1.427127000000e-08;-1.439650000000e-08;-1.436743000000e-08
3.4,-0.960000,-0.960000,-1.391168333333e-08,6.143969039274e-12,3,-1.391777000000e-08;-1.390327000000e-08;-1.391401000000e-08
3.4,-0.950000,-0.950000,-1.344604333333e-08,7.067452786468e-13,3,-1.344509000000e-08;-1.344678000000e-08;-1.344626000000e-08
3.4,-0.940000,-0.940000,-1.299576666667e-08,7.663042621716e-13,3,-1.299520000000e-08;-1.299685000000e-08;-1.299525000000e-08
3.4,-0.930000,-0.930000,-1.249246333333e-08,2.144517557763e-12,3,-1.249522000000e-08;-1.248999000000e-08;-1.249218000000e-08
3.4,-0.920000,-0.920000,-1.200732666667e-08,2.863568092821e-12,3,-1.200400000000e-08;-1.201099000000e-08;-1.200699000000e-08
3.4,-0.910000,-0.910000,-1.150373333333e-08,1.812371068211e-12,3,-1.150119000000e-08;-1.150473000000e-08;-1.150528000000e-08
3.4,-0.900000,-0.900000,-1.096849666667e-08,3.388031221161e-12,3,-1.096391000000e-08;-1.097199000000e-08;-1.096959000000e-08
3.4,-0.890000,-0.890000,-1.046310333333e-08,3.207764884707e-12,3,-1.046636000000e-08;-1.045874000000e-08;-1.046421000000e-08
3.4,-0.880000,-0.880000,-9.894154666667e-09,3.794260255819e-12,3,-9.893551000000e-09;-9.899074000000e-09;-9.889839000000e-09
3.4,-0.870000,-0.870000,-9.355577333333e-09,3.916369435531e-12,3,-9.350998000000e-09;-9.360565000000e-09;-9.355169000000e-09
3.4,-0.860000,-0.860000,-8.792775000000e-09,4.769493963374e-12,3,-8.796778000000e-09;-8.795475000000e-09;-8.786072000000e-09
3.4,-0.850000,-0.850000,-8.198146333333e-09,7.855401722523e-12,3,-8.187724000000e-09;-8.200027000000e-09;-8.206688000000e-09
3.4,-0.840000,-0.840000,-7.614478333333e-09,2.271376870731e-12,3,-7.612175000000e-09;-7.613691000000e-09;-7.617569000000e-09
3.4,-0.830000,-0.830000,-7.015076666667e-09,2.648044477639e-12,3,-7.018504000000e-09;-7.014670000000e-09;-7.012056000000e-09
3.4,-0.820000,-0.820000,-6.369078666667e-09,2.094970856334e-12,3,-6.366887000000e-09;-6.371901000000e-09;-6.368448000000e-09
3.4,-0.810000,-0.810000,-5.747679666667e-09,2.324732290442e-12,3,-5.747809000000e-09;-5.744770000000e-09;-5.750460000000e-09
3.4,-0.800000,-0.800000,-5.093339000000e-09,5.060116467698e-12,3,-5.086203000000e-09;-5.097371000000e-09;-5.096443000000e-09
3.4,-0.790000,-0.790000,-4.410381666667e-09,7.278049845636e-12,3,-4.400786000000e-09;-4.418404000000e-09;-4.411955000000e-09
3.4,-0.780000,-0.780000,-3.731765666667e-09,2.995389049115e-12,3,-3.729279000000e-09;-3.730039000000e-09;-3.735979000000e-09
3.4,-0.770000,-0.770000,-3.017130333333e-09,2.407990079345e-12,3,-3.014406000000e-09;-3.016723000000e-09;-3.020262000000e-09
3.4,-0.760000,-0.760000,-2.309985333333e-09,1.818958004524e-12,3,-2.307414000000e-09;-2.311335000000e-09;-2.311207000000e-09
3.4,-0.750000,-0.750000,-1.588186666667e-09,5.418560468940e-12,3,-1.593342000000e-09;-1.580699000000e-09;-1.590519000000e-09
3.4,-0.740000,-0.740000,-8.176161333333e-10,4.923732543734e-12,3,-8.119269000000e-10;-8.169838000000e-10;-8.239377000000e-10
3.4,-0.730000,-0.730000,-5.907711000000e-11,4.037776364890e-12,3,-5.597287000000e-11;-5.647854000000e-11;-6.477992000000e-11
3.4,-0.720000,-0.720000,7.208365333333e-10,3.481624919807e-12,3,7.228874000000e-10;7.236877000000e-10;7.159345000000e-10
3.4,-0.710000,-0.710000,1.546878000000e-09,2.359038080800e-12,3,1.545403000000e-09;1.550207000000e-09;1.545024000000e-09
