LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
0.0,-0.870000,-0.870000,-1.097577000000e-10,3.106446768684e-12,3,-1.087745000000e-10;-1.065412000000e-10;-1.139574000000e-10
0.0,-0.860000,-0.860000,-1.208680333333e-10,8.134582404087e-13,3,-1.217951000000e-10;-1.198146000000e-10;-1.209944000000e-10
0.0,-0.850000,-0.850000,-1.047573666667e-10,4.274366161459e-12,3,-1.107550000000e-10;-1.011054000000e-10;-1.024117000000e-10
0.0,-0.840000,-0.840000,-1.081003066667e-10,1.279216053339e-11,3,-1.177498000000e-10;-9.002322000000e-11;-1.165279000000e-10
0.0,-0.830000,-0.830000,-1.023555266667e-10,2.147332511215e-11,3,-1.041815000000e-10;-1.276943000000e-10;-7.519078000000e-11
0.0,-0.820000,-0.820000,-1.068502666667e-10,3.292201687152e-12,3,-1.024539000000e-10;-1.103758000000e-10;-1.077211000000e-10
0.0,-0.810000,-0.810000,-1.088869000000e-10,2.376023401961e-12,3,-1.075104000000e-10;-1.069205000000e-10;-1.122298000000e-10
0.0,-0.800000,-0.800000,-9.715854333333e-11,5.081546070009e-12,3,-1.028752000000e-10;-9.052887000000e-11;-9.807156000000e-11
0.0,-0.790000,-0.790000,-1.050663600000e-10,8.500327760457e-12,3,-9.389988000000e-11;-1.145052000000e-10;-1.067940000000e-10
0.0,-0.780000,-0.780000,-1.038724966667e-10,6.368251819981e-12,3,-1.085638000000e-10;-1.081846000000e-10;-9.486909000000e-11
0.0,-0.770000,-0.770000,-9.189134333333e-11,9.389821466625e-12,3,-1.014004000000e-10;-9.516405000000e-11;-7.910958000000e-11
0.0,-0.760000,-0.760000,-9.991155666667e-11,5.240495104754e-12,3,-1.072997000000e-10;-9.672314000000e-11;-9.571183000000e-11
0.0,-0.750000,-0.750000,-9.340833666667e-11,5.259104775126e-12,3,-9.065533000000e-11;-1.007684000000e-10;-8.880128000000e-11
0.0,-0.740000,-0.740000,-1.063446000000e-10,5.888982771809e-12,3,-1.014847000000e-10;-1.029174000000e-10;-1.146317000000e-10
0.0,-0.730000,-0.730000,-1.130726000000e-10,9.567614832339e-12,3,-1.011898000000e-10;-1.246183000000e-10;-1.134097000000e-10
