LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
12.0,-0.060000,-0.060000,1.457207666667e-09,1.280351473446e-11,3,1.445536000000e-09;1.475032000000e-09;1.451055000000e-09
12.0,-0.050000,-0.050000,1.523280000000e-09,1.430630772305e-11,3,1.529601000000e-09;1.503475000000e-09;1.536764000000e-09
12.0,-0.040000,-0.040000,1.582540000000e-09,9.324929204378e-12,3,1.581388000000e-09;1.571739000000e-09;1.594493000000e-09
12.0,-0.030000,-0.030000,1.646632333333e-09,1.408251474544e-11,3,1.628794000000e-09;1.663221000000e-09;1.647882000000e-09
12.0,-0.020000,-0.020000,1.713561666667e-09,5.142312406777e-12,3,1.707719000000e-09;1.720233000000e-09;1.712733000000e-09
12.0,-0.010000,-0.010000,1.783356000000e-09,1.125550970266e-11,3,1.793764000000e-09;1.767722000000e-09;1.788582000000e-09
12.0,0.000000,0.000000,1.848459000000e-09,1.524468040553e-11,3,1.835270000000e-09;1.840284000000e-09;1.869823000000e-09
12.0,0.100000,0.100000,2.624238666667e-09,4.461218543054e-12,3,2.626163000000e-09;2.618073000000e-09;2.628480000000e-09
12.0,0.200000,0.200000,3.482029666667e-09,8.763914701142e-12,3,3.475539000000e-09;3.494419000000e-09;3.476131000000e-09
12.0,0.300000,0.300000,4.403254000000e-09,1.387182283143e-11,3,4.422595000000e-09;4.390740000000e-09;4.396427000000e-09
12.0,0.400000,0.400000,5.357797666667e-09,1.920733695463e-11,3,5.356927000000e-09;5.381745000000e-09;5.334721000000e-09
12.0,0.500000,0.500000,6.357455333333e-09,1.073381750461e-11,3,6.350462000000e-09;6.372620000000e-09;6.349284000000e-09
12.0,0.600000,0.600000,7.367731000000e-09,1.195067297966e-11,3,7.365063000000e-09;7.354612000000e-09;7.383518000000e-09
12.0,0.700000,0.700000,8.385182000000e-09,5.578739881610e-12,3,8.390320000000e-09;8.387798000000e-09;8.377428000000e-09
12.0,0.800000,0.800000,9.380583333333e-09,2.522965230746e-11,3,9.360140000000e-09;9.416130000000e-09;9.365480000000e-09
12.0,0.900000,0.900000,1.038112333333e-08,1.087708702835e-11,3,1.037953000000e-08;1.036867000000e-08;1.039517000000e-08
12.0,1.000000,1.000000,1.136022000000e-08,1.513824956856e-11,3,1.135297000000e-08;1.134640000000e-08;1.138129000000e-08
12.0,1.100000,1.100000,1.232721333333e-08,1.592180545318e-11,3,1.232113000000e-08;1.234903000000e-08;1.231148000000e-08
12.0,1.200000,1.200000,1.331070666667e-08,1.465623947524e-11,3,1.332217000000e-08;1.329002000000e-08;1.331993000000e-08
12.0,1.300000,1.300000,1.425261333333e-08,3.672005204547e-12,3,1.425223000000e-08;1.424832000000e-08;1.425729000000e-08
12.0,1.400000,1.400000,1.521112000000e-08,1.171269681443e-11,3,1.521999000000e-08;1.519457000000e-08;1.521880000000e-08
12.0,1.500000,1.500000,1.615388333333e-08,6.621079133260e-12,3,1.615818000000e-08;1.614453000000e-08;1.615894000000e-08
12.0,1.600000,1.600000,1.706881333333e-08,9.452704492484e-12,3,1.706449000000e-08;1.708193000000e-08;1.706002000000e-08
12.0,1.700000,1.700000,1.800546000000e-08,2.198734332899e-11,3,1.802866000000e-08;1.797593000000e-08;1.801179000000e-08
12.0,1.800000,1.800000,1.891805666667e-08,1.344295685067e-11,3,1.892792000000e-08;1.889905000000e-08;1.892720000000e-08
12.0,1.900000,1.900000,1.981428666667e-08,1.228727345219e-11,3,1.982903000000e-08;1.981488000000e-08;1.979895000000e-08
12.0,2.000000,2.000000,2.068468666667e-08,5.293557929744e-12,3,2.067761000000e-08;2.069034000000e-08;2.068611000000e-08
12.0,2.100000,2.100000,2.155589666667e-08,1.360627877938e-11,3,2.154456000000e-08;2.157503000000e-08;2.154810000000e-08
12.0,2.200000,2.200000,2.239077666667e-08,1.050692575823e-11,3,2.240381000000e-08;2.239044000000e-08;2.237808000000e-08
12.0,2.300000,2.300000,2.320412333333e-08,7.389570728774e-12,3,2.321188000000e-08;2.319418000000e-08;2.320631000000e-08
12.0,2.400000,2.400000,2.395384000000e-08,1.543833108424e-11,3,2.397294000000e-08;2.393513000000e-08;2.395345000000e-08
12.0,2.500000,2.500000,2.472355000000e-08,1.689233159356e-11,3,2.473714000000e-08;2.469974000000e-08;2.473377000000e-08
12.0,2.600000,2.600000,2.543004333333e-08,1.347215482228e-11,3,2.543882000000e-08;2.541101000000e-08;2.544030000000e-08
12.0,2.700000,2.700000,2.610623333333e-08,2.028508538037e-11,3,2.608386000000e-08;2.613297000000e-08;2.610187000000e-08
12.0,2.800000,2.800000,2.675766666667e-08,1.450800545293e-11,3,2.674320000000e-08;2.677750000000e-08;2.675230000000e-08
12.0,2.900000,2.900000,2.738088333333e-08,2.502525968341e-11,3,2.739760000000e-08;2.739954000000e-08;2.734551000000e-08
12.0,3.000000,3.000000,2.798636666667e-08,2.026600821299e-11,3,2.799454000000e-08;2.800607000000e-08;2.795849000000e-08
12.0,3.100000,3.100000,2.856784666667e-08,7.988075835615e-12,3,2.857836000000e-08;2.855901000000e-08;2.856617000000e-08
12.0,3.200000,3.200000,2.912175666667e-08,1.331726782122e-11,3,2.914059000000e-08;2.911240000000e-08;2.911228000000e-08
12.0,3.300000,3.300000,2.964593000000e-08,1.086707258956e-11,3,2.964500000000e-08;2.963311000000e-08;2.965968000000e-08
12.0,3.400000,3.400000,3.017143666667e-08,6.101553536234e-12,3,3.017558000000e-08;3.017592000000e-08;3.016281000000e-08
12.0,3.500000,3.500000,3.066030666667e-08,1.199895921413e-11,3,3.064348000000e-08;3.067062000000e-08;3.066682000000e-08
12.0,3.600000,3.600000,3.112368666667e-08,1.834305378671e-11,3,3.112387000000e-08;3.114606000000e-08;3.110113000000e-08
12.0,3.700000,3.700000,3.160986666667e-08,1.066570308148e-11,3,3.162040000000e-08;3.159525000000e-08;3.161395000000e-08
12.0,3.800000,3.800000,3.204606333333e-08,7.918183012676e-12,3,3.205138000000e-08;3.205194000000e-08;3.203487000000e-08
12.0,3.900000,3.900000,3.248860000000e-08,1.296646700789e-11,3,3.250583000000e-08;3.248542000000e-08;3.247455000000e-08
12.0,4.000000,4.000000,3.289945000000e-08,5.545923427767e-12,3,3.290420000000e-08;3.289167000000e-08;3.290248000000e-08
12.0,4.100000,4.100000,3.330429333333e-08,1.092310192004e-11,3,3.328898000000e-08;3.331019000000e-08;3.331371000000e-08
12.0,4.200000,4.200000,3.368037000000e-08,8.190413094995e-12,3,3.368568000000e-08;3.368663000000e-08;3.366880000000e-08
12.0,4.300000,4.300000,3.406757333333e-08,7.627128482521e-12,3,3.405750000000e-08;3.407595000000e-08;3.406927000000e-08
12.0,4.400000,4.400000,3.442261666667e-08,2.121309710742e-11,3,3.445213000000e-08;3.440320000000e-08;3.441252000000e-08
12.0,4.500000,4.500000,3.479941333333e-08,2.102337323606e-12,3,3.480046000000e-08;3.480130000000e-08;3.479648000000e-08
12.0,4.600000,4.600000,3.512571333333e-08,9.517738993877e-12,3,3.513207000000e-08;3.513281000000e-08;3.511226000000e-08
12.0,4.700000,4.700000,3.546824333333e-08,1.160253229065e-11,3,3.548249000000e-08;3.545407000000e-08;3.546817000000e-08
12.0,4.800000,4.800000,3.579072333333e-08,8.291848741722e-12,3,3.578811000000e-08;3.580193000000e-08;3.578213000000e-08
12.0,4.900000,4.900000,3.610820666667e-08,1.244814934929e-11,3,3.611382000000e-08;3.609095000000e-08;3.611985000000e-08
12.0,5.000000,5.000000,3.639563333333e-08,5.213011499017e-12,3,3.640167000000e-08;3.638895000000e-08;3.639628000000e-08
10.0,-2.000000,-2.000000,-7.415549000000e-10,7.645814293237e-12,3,-7.514303000000e-10;-7.404310000000e-10;-7.328034000000e-10
10.0,-1.900000,-1.900000,-6.934292333333e-10,3.347494096916e-12,3,-6.976995000000e-10;-6.895243000000e-10;-6.930639000000e-10
