LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
0.0,0.600000,0.600000,1.450802000000e-07,5.177218558261e-10,3,1.451086000000e-07;1.444324000000e-07;1.456996000000e-07
0.0,0.700000,0.700000,1.599877666667e-07,2.714010603435e-10,3,1.602894000000e-07;1.596314000000e-07;1.600425000000e-07
0.0,0.800000,0.800000,1.739391333333e-07,3.904284939510e-10,3,1.734706000000e-07;1.739204000000e-07;1.744264000000e-07
0.0,0.900000,0.900000,1.884180000000e-07,2.914927214643e-10,3,1.882389000000e-07;1.888291000000e-07;1.881860000000e-07
0.0,1.000000,1.000000,2.009296333333e-07,4.114291865626e-10,3,2.014432000000e-07;2.004360000000e-07;2.009097000000e-07
0.0,1.100000,1.100000,2.149927333333e-07,5.342417014382e-10,3,2.157444000000e-07;2.146830000000e-07;2.145508000000e-07
0.0,1.200000,1.200000,2.290689000000e-07,6.696178661495e-10,3,2.281350000000e-07;2.296717000000e-07;2.294000000000e-07
0.0,1.300000,1.300000,2.430791333333e-07,6.527899117548e-10,3,2.425771000000e-07;2.426592000000e-07;2.440011000000e-07
0.0,1.400000,1.400000,2.551066000000e-07,9.698526932822e-10,3,2.537493000000e-07;2.556143000000e-07;2.559562000000e-07
0.0,1.500000,1.500000,2.665154333333e-07,1.444053393134e-09,3,2.645478000000e-07;2.670257000000e-07;2.679728000000e-07
0.0,1.600000,1.600000,2.775874666667e-07,7.801522643404e-11,3,2.775629000000e-07;2.776929000000e-07;2.775066000000e-07
0.0,1.700000,1.700000,2.903127000000e-07,4.545108139528e-10,3,2.901209000000e-07;2.898773000000e-07;2.909399000000e-07
0.0,1.800000,1.800000,3.027020333333e-07,1.020199527326e-09,3,3.016771000000e-07;3.023351000000e-07;3.040939000000e-07
0.0,1.900000,1.900000,3.145390333333e-07,4.829837839468e-10,3,3.140640000000e-07;3.152016000000e-07;3.143515000000e-07
0.0,2.000000,2.000000,3.251650666667e-07,6.627670899762e-10,3,3.247157000000e-07;3.246774000000e-07;3.261021000000e-07
0.0,2.100000,2.100000,3.345761666667e-07,2.005576935005e-09,3,3.320238000000e-07;3.347811000000e-07;3.369236000000e-07
