LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
3.8,-0.590000,-0.590000,4.417485000000e-09,3.619864670675e-11,10,4.418427000000e-09;4.396181000000e-09;4.388096000000e-09;4.403893000000e-09;4.499238000000e-09;4.356455000000e-09;4.431237000000e-09;4.436463000000e-09;4.439661000000e-09;4.405199000000e-09
3.8,-0.580000,-0.580000,4.889767500000e-09,4.652151877626e-11,10,4.899956000000e-09;4.940234000000e-09;4.976593000000e-09;4.892327000000e-09;4.931173000000e-09;4.870337000000e-09;4.852767000000e-09;4.872231000000e-09;4.811311000000e-09;4.850746000000e-09
3.8,-0.570000,-0.570000,5.383432000000e-09,5.255767240661e-11,10,5.407096000000e-09;5.376006000000e-09;5.405960000000e-09;5.315755000000e-09;5.331051000000e-09;5.400989000000e-09;5.500882000000e-09;5.329530000000e-09;5.416452000000e-09;5.350599000000e-09
3.8,-0.560000,-0.560000,5.962262600000e-09,6.078088073761e-11,10,5.930843000000e-09;5.947358000000e-09;5.951487000000e-09;5.990288000000e-09;5.911418000000e-09;5.972254000000e-09;6.051675000000e-09;5.857404000000e-09;6.073917000000e-09;5.935982000000e-09
3.8,-0.550000,-0.550000,6.536642000000e-09,3.707736111430e-11,10,6.591131000000e-09;6.545500000000e-09;6.551064000000e-09;6.537793000000e-09;6.545671000000e-09;6.591597000000e-09;6.539941000000e-09;6.483357000000e-09;6.500715000000e-09;6.479651000000e-09
3.8,-0.540000,-0.540000,7.103993300000e-09,7.335642798290e-11,10,7.162190000000e-09;7.040096000000e-09;7.029432000000e-09;7.061325000000e-09;7.170489000000e-09;7.184857000000e-09;7.185741000000e-09;6.992062000000e-09;7.040638000000e-09;7.173103000000e-09
3.8,-0.530000,-0.530000,7.706290300000e-09,5.580482727874e-11,10,7.663351000000e-09;7.684203000000e-09;7.721490000000e-09;7.711757000000e-09;7.687618000000e-09;7.785913000000e-09;7.666509000000e-09;7.751236000000e-09;7.600488000000e-09;7.790338000000e-09
3.8,-0.520000,-0.520000,8.462096400000e-09,6.690785655990e-11,10,8.350482000000e-09;8.386883000000e-09;8.438493000000e-09;8.504472000000e-09;8.526930000000e-09;8.549972000000e-09;8.543573000000e-09;8.490186000000e-09;8.430913000000e-09;8.399060000000e-09
3.8,-0.510000,-0.510000,9.219032700000e-09,6.499392572856e-11,10,9.260869000000e-09;9.162236000000e-09;9.120739000000e-09;9.158064000000e-09;9.161022000000e-09;9.223630000000e-09;9.262597000000e-09;9.283324000000e-09;9.339321000000e-09;9.218525000000e-09
3.8,-0.500000,-0.500000,1.008769040000e-08,5.715125240832e-11,10,1.006125000000e-08;1.007473000000e-08;1.012706000000e-08;9.995778000000e-09;1.017955000000e-08;1.009180000000e-08;1.012108000000e-08;9.991816000000e-09;1.009116000000e-08;1.014268000000e-08
3.8,-0.490000,-0.490000,1.094648600000e-08,6.502298350583e-11,10,1.091227000000e-08;1.105932000000e-08;1.085775000000e-08;1.094940000000e-08;1.089610000000e-08;1.100181000000e-08;1.084465000000e-08;1.096671000000e-08;1.100572000000e-08;1.097113000000e-08
3.8,-0.480000,-0.480000,1.199883800000e-08,7.984065265264e-11,10,1.197960000000e-08;1.190435000000e-08;1.201196000000e-08;1.194514000000e-08;1.204916000000e-08;1.186538000000e-08;1.211434000000e-08;1.195512000000e-08;1.211388000000e-08;1.204945000000e-08
3.8,-0.470000,-0.470000,1.291344400000e-08,1.199004448866e-10,10,1.277505000000e-08;1.273473000000e-08;1.287579000000e-08;1.303618000000e-08;1.282102000000e-08;1.313525000000e-08;1.301483000000e-08;1.296431000000e-08;1.284200000000e-08;1.293528000000e-08
3.8,-0.460000,-0.460000,1.397315600000e-08,1.578066762339e-10,10,1.417156000000e-08;1.405414000000e-08;1.390731000000e-08;1.420935000000e-08;1.404963000000e-08;1.410663000000e-08;1.382414000000e-08;1.376860000000e-08;1.388498000000e-08;1.375522000000e-08
3.8,-0.450000,-0.450000,1.485857100000e-08,1.298608506402e-10,10,1.493950000000e-08;1.492003000000e-08;1.475008000000e-08;1.471877000000e-08;1.477607000000e-08;1.495359000000e-08;1.499752000000e-08;1.472038000000e-08;1.508991000000e-08;1.471986000000e-08
3.8,-0.440000,-0.440000,1.593654700000e-08,8.390450465261e-11,10,1.596718000000e-08;1.583076000000e-08;1.596790000000e-08;1.595496000000e-08;1.606805000000e-08;1.581303000000e-08;1.596466000000e-08;1.596045000000e-08;1.581332000000e-08;1.602516000000e-08
3.8,-0.430000,-0.430000,1.704617700000e-08,1.525368021200e-10,10,1.693193000000e-08;1.690099000000e-08;1.699216000000e-08;1.723666000000e-08;1.688941000000e-08;1.683413000000e-08;1.728227000000e-08;1.721312000000e-08;1.705698000000e-08;1.712412000000e-08
3.8,-0.420000,-0.420000,1.827928000000e-08,1.058815422064e-10,10,1.822613000000e-08;1.833659000000e-08;1.819631000000e-08;1.817814000000e-08;1.817221000000e-08;1.842028000000e-08;1.814120000000e-08;1.829081000000e-08;1.839112000000e-08;1.844001000000e-08
3.8,-0.410000,-0.410000,1.969900600000e-08,1.586699119682e-10,10,1.985934000000e-08;1.947678000000e-08;1.987315000000e-08;1.959593000000e-08;1.987999000000e-08;1.982770000000e-08;1.977744000000e-08;1.966364000000e-08;1.960022000000e-08;1.943587000000e-08
3.8,-0.400000,-0.400000,2.016994900000e-08,4.303593724191e-10,10,2.083563000000e-08;2.084421000000e-08;2.052738000000e-08;2.034958000000e-08;1.989333000000e-08;1.964531000000e-08;1.962277000000e-08;1.987034000000e-08;1.993893000000e-08;2.017201000000e-08
3.8,-0.390000,-0.390000,2.262889400000e-08,4.597056648378e-10,10,2.129173000000e-08;2.260500000000e-08;2.275305000000e-08;2.277159000000e-08;2.254928000000e-08;2.286760000000e-08;2.281727000000e-08;2.285702000000e-08;2.284570000000e-08;2.293070000000e-08
3.8,-0.380000,-0.380000,2.438761700000e-08,3.985054042306e-10,10,2.389929000000e-08;2.403083000000e-08;2.394260000000e-08;2.436282000000e-08;2.408339000000e-08;2.458777000000e-08;2.445472000000e-08;2.442896000000e-08;2.492878000000e-08;2.515701000000e-08
3.8,-0.370000,-0.370000,2.660459400000e-08,2.382167039147e-10,10,2.654357000000e-08;2.676874000000e-08;2.654442000000e-08;2.651740000000e-08;2.642779000000e-08;2.678490000000e-08;2.639940000000e-08;2.617164000000e-08;2.697412000000e-08;2.691396000000e-08
3.8,-0.360000,-0.360000,2.808555200000e-08,2.675827359080e-10,10,2.797652000000e-08;2.788834000000e-08;2.775962000000e-08;2.798462000000e-08;2.804708000000e-08;2.796763000000e-08;2.797943000000e-08;2.854358000000e-08;2.864406000000e-08;2.806464000000e-08
3.8,-0.350000,-0.350000,2.981725700000e-08,4.192331714702e-10,10,3.036676000000e-08;3.062259000000e-08;2.993201000000e-08;2.924349000000e-08;2.986173000000e-08;2.978876000000e-08;2.933301000000e-08;2.991974000000e-08;2.974771000000e-08;2.935677000000e-08
3.8,-0.340000,-0.340000,3.181697200000e-08,1.979178703806e-10,10,3.154070000000e-08;3.167689000000e-08;3.157497000000e-08;3.214447000000e-08;3.169154000000e-08;3.188016000000e-08;3.169544000000e-08;3.196368000000e-08;3.205680000000e-08;3.194507000000e-08
3.8,-0.330000,-0.330000,3.401057200000e-08,2.369088441912e-10,10,3.377183000000e-08;3.369253000000e-08;3.362664000000e-08;3.430501000000e-08;3.403008000000e-08;3.435020000000e-08;3.418564000000e-08;3.409944000000e-08;3.393712000000e-08;3.410723000000e-08
3.8,-0.320000,-0.320000,3.608018600000e-08,2.874520705509e-10,10,3.573876000000e-08;3.606099000000e-08;3.645944000000e-08;3.598065000000e-08;3.592473000000e-08;3.616378000000e-08;3.655089000000e-08;3.638957000000e-08;3.569440000000e-08;3.583865000000e-08
3.8,-0.310000,-0.310000,3.832883600000e-08,3.742652084071e-10,10,3.784227000000e-08;3.834700000000e-08;3.787279000000e-08;3.859728000000e-08;3.789300000000e-08;3.884458000000e-08;3.879083000000e-08;3.819684000000e-08;3.874045000000e-08;3.816332000000e-08
3.8,-0.300000,-0.300000,4.038488200000e-08,8.490476152702e-10,10,4.013729000000e-08;4.087967000000e-08;3.927901000000e-08;3.953885000000e-08;3.958188000000e-08;3.939951000000e-08;4.095823000000e-08;4.157445000000e-08;4.148199000000e-08;4.101794000000e-08
3.8,-0.290000,-0.290000,4.303752400000e-08,8.313825264486e-10,10,4.354069000000e-08;4.365071000000e-08;4.361136000000e-08;4.274504000000e-08;4.316803000000e-08;4.364605000000e-08;4.279682000000e-08;4.349508000000e-08;4.296609000000e-08;4.075537000000e-08
3.8,-0.280000,-0.280000,4.342932600000e-08,3.869406863642e-10,10,4.322340000000e-08;4.351513000000e-08;4.376368000000e-08;4.322600000000e-08;4.280711000000e-08;4.318208000000e-08;4.295850000000e-08;4.373144000000e-08;4.389073000000e-08;4.399519000000e-08
3.8,-0.270000,-0.270000,4.631447100000e-08,3.039986448144e-10,10,4.675593000000e-08;4.587363000000e-08;4.634116000000e-08;4.638581000000e-08;4.614898000000e-08;4.680760000000e-08;4.600667000000e-08;4.651194000000e-08;4.635003000000e-08;4.596296000000e-08
3.8,-0.260000,-0.260000,4.838314400000e-08,4.400307781326e-10,10,4.873811000000e-08;4.898378000000e-08;4.795858000000e-08;4.892889000000e-08;4.790884000000e-08;4.842746000000e-08;4.886440000000e-08;4.776718000000e-08;4.809283000000e-08;4.816137000000e-08
3.8,-0.250000,-0.250000,5.056484800000e-08,3.330808833542e-10,10,5.104488000000e-08;5.029051000000e-08;5.045064000000e-08;5.096840000000e-08;5.028592000000e-08;5.025936000000e-08;5.107149000000e-08;5.048120000000e-08;5.013595000000e-08;5.066013000000e-08
3.8,-0.240000,-0.240000,5.171860100000e-08,9.355366640645e-10,10,5.241947000000e-08;5.286199000000e-08;5.294847000000e-08;5.222680000000e-08;5.032624000000e-08;5.077813000000e-08;5.174132000000e-08;5.039082000000e-08;5.120110000000e-08;5.229167000000e-08
3.8,-0.230000,-0.230000,5.466996600000e-08,4.051646035181e-10,10,5.458158000000e-08;5.449361000000e-08;5.432597000000e-08;5.381481000000e-08;5.478332000000e-08;5.465129000000e-08;5.529400000000e-08;5.495986000000e-08;5.461235000000e-08;5.518287000000e-08
3.8,-0.220000,-0.220000,5.719011000000e-08,4.237273053038e-10,10,5.678394000000e-08;5.695400000000e-08;5.709207000000e-08;5.789057000000e-08;5.678367000000e-08;5.773432000000e-08;5.653092000000e-08;5.756405000000e-08;5.738674000000e-08;5.718082000000e-08
3.8,-0.210000,-0.210000,5.961787400000e-08,4.457441082101e-10,10,5.905614000000e-08;5.928807000000e-08;6.010399000000e-08;5.929325000000e-08;5.915731000000e-08;5.909775000000e-08;5.998323000000e-08;6.005379000000e-08;6.004856000000e-08;6.009665000000e-08
3.8,-0.200000,-0.200000,6.197602600000e-08,5.533018809692e-10,10,6.125813000000e-08;6.269848000000e-08;6.124775000000e-08;6.250718000000e-08;6.135708000000e-08;6.246677000000e-08;6.176572000000e-08;6.210096000000e-08;6.265099000000e-08;6.170720000000e-08
3.8,-0.190000,-0.190000,6.463665100000e-08,3.970383240809e-10,10,6.464159000000e-08;6.398306000000e-08;6.454331000000e-08;6.477477000000e-08;6.403369000000e-08;6.444842000000e-08;6.490401000000e-08;6.522435000000e-08;6.462405000000e-08;6.518926000000e-08
3.8,-0.180000,-0.180000,6.709035200000e-08,3.951861741205e-10,10,6.713618000000e-08;6.755242000000e-08;6.708449000000e-08;6.710184000000e-08;6.744554000000e-08;6.737668000000e-08;6.615659000000e-08;6.731543000000e-08;6.662674000000e-08;6.710761000000e-08
3.8,-0.170000,-0.170000,6.917886100000e-08,4.766010549600e-10,10,6.883914000000e-08;6.975058000000e-08;6.872452000000e-08;6.886398000000e-08;6.960796000000e-08;6.825567000000e-08;6.930224000000e-08;6.915463000000e-08;6.950902000000e-08;6.978087000000e-08
3.8,-0.160000,-0.160000,7.244857500000e-08,8.118451376741e-10,10,7.082289000000e-08;7.172582000000e-08;7.154767000000e-08;7.292995000000e-08;7.343833000000e-08;7.255923000000e-08;7.303206000000e-08;7.347239000000e-08;7.248187000000e-08;7.247554000000e-08
3.8,-0.150000,-0.150000,7.581038500000e-08,5.768489466619e-10,10,7.598036000000e-08;7.559673000000e-08;7.477395000000e-08;7.568205000000e-08;7.645259000000e-08;7.628709000000e-08;7.508892000000e-08;7.535928000000e-08;7.640830000000e-08;7.647458000000e-08
3.8,-0.140000,-0.140000,7.844245333333e-08,6.024029454517e-10,3,7.923848000000e-08;7.778159000000e-08;7.830729000000e-08
