LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A,Wavelength_nm,Comment
3.1,-2.400000,-2.400000,-2.948558000000e-07,1.000433239485e-11,3,-2.948555000000e-07;-2.948437000000e-07;-2.948682000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.380000,-2.380000,-2.948144000000e-07,3.497227473299e-11,3,-2.948481000000e-07;-2.947662000000e-07;-2.948289000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.360000,-2.360000,-2.947543000000e-07,9.594095406361e-12,3,-2.947544000000e-07;-2.947660000000e-07;-2.947425000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.340000,-2.340000,-2.947071666667e-07,7.471873184733e-12,3,-2.946966000000e-07;-2.947124000000e-07;-2.947125000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.320000,-2.320000,-2.946687000000e-07,3.845421520024e-11,3,-2.946514000000e-07;-2.946327000000e-07;-2.947220000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.300000,-2.300000,-2.945411666667e-07,3.279525710965e-11,3,-2.945671000000e-07;-2.945615000000e-07;-2.944949000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.280000,-2.280000,-2.944999666667e-07,1.108281953696e-11,3,-2.945082000000e-07;-2.944843000000e-07;-2.945074000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.260000,-2.260000,-2.945124333333e-07,1.508494466531e-11,3,-2.944911000000e-07;-2.945231000000e-07;-2.945231000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.240000,-2.240000,-2.944563666667e-07,4.670712531897e-12,3,-2.944574000000e-07;-2.944615000000e-07;-2.944502000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.220000,-2.220000,-2.944010666667e-07,8.379472271890e-12,3,-2.944051000000e-07;-2.944087000000e-07;-2.943894000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.200000,-2.200000,-2.943250666667e-07,1.515637013126e-11,3,-2.943464000000e-07;-2.943162000000e-07;-2.943126000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.180000,-2.180000,-2.942398666667e-07,1.684049352667e-11,3,-2.942306000000e-07;-2.942255000000e-07;-2.942635000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.160000,-2.160000,-2.941545333333e-07,1.803336414047e-11,3,-2.941501000000e-07;-2.941785000000e-07;-2.941350000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.140000,-2.140000,-2.940419333333e-07,1.857567106608e-11,3,-2.940421000000e-07;-2.940191000000e-07;-2.940646000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.120000,-2.120000,-2.939652666667e-07,2.206978829885e-11,3,-2.939782000000e-07;-2.939342000000e-07;-2.939834000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.100000,-2.100000,-2.938604333333e-07,2.435765907381e-11,3,-2.938867000000e-07;-2.938666000000e-07;-2.938280000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.080000,-2.080000,-2.937482666667e-07,1.718707524729e-11,3,-2.937520000000e-07;-2.937672000000e-07;-2.937256000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.060000,-2.060000,-2.936227333333e-07,6.184568609748e-12,3,-2.936204000000e-07;-2.936312000000e-07;-2.936166000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.040000,-2.040000,-2.934658000000e-07,1.582213639177e-11,3,-2.934617000000e-07;-2.934488000000e-07;-2.934869000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.020000,-2.020000,-2.933450666667e-07,2.709850344371e-11,3,-2.933828000000e-07;-2.933204000000e-07;-2.933320000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.000000,-2.000000,-2.931433666667e-07,7.515465535979e-12,3,-2.931340000000e-07;-2.931524000000e-07;-2.931437000000e-07,402,RCA 929 3.09V 23 mA
