LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
5.0,1.200000,1.200000,5.351240333333e-10,2.719182076548e-11,3,5.208549000000e-10;5.113331000000e-10;5.731841000000e-10
5.0,1.300000,1.300000,5.375396333333e-10,4.797552907725e-11,3,5.048024000000e-10;6.053736000000e-10;5.024429000000e-10
5.0,1.400000,1.400000,5.338179000000e-10,4.370605207161e-11,3,4.964180000000e-10;5.099002000000e-10;5.951355000000e-10
5.0,1.500000,1.500000,5.913292666667e-10,4.528866918662e-11,3,6.208785000000e-10;5.273436000000e-10;6.257657000000e-10
5.0,1.600000,1.600000,6.186031666667e-10,5.581730245604e-11,3,6.544582000000e-10;6.615786000000e-10;5.397727000000e-10
5.0,1.700000,1.700000,5.852060000000e-10,5.066094151362e-11,3,5.550667000000e-10;5.439861000000e-10;6.565652000000e-10
5.0,1.800000,1.800000,6.037444000000e-10,4.070074669692e-11,3,5.651367000000e-10;6.600200000000e-10;5.860765000000e-10
5.0,1.900000,1.900000,6.462005333333e-10,4.643191251609e-11,3,6.952010000000e-10;6.595566000000e-10;5.838440000000e-10
5.0,2.000000,2.000000,6.353723000000e-10,4.776819872600e-11,3,6.516776000000e-10;5.704455000000e-10;6.839938000000e-10
5.0,2.100000,2.100000,6.673791333333e-10,2.636008402634e-11,3,6.303584000000e-10;6.896816000000e-10;6.820974000000e-10
5.0,2.200000,2.200000,6.782912333333e-10,1.924527700404e-11,3,7.029110000000e-10;6.760298000000e-10;6.559329000000e-10
5.0,2.300000,2.300000,6.970263666667e-10,5.032008027169e-11,3,7.274322000000e-10;6.261029000000e-10;7.375440000000e-10
5.0,2.400000,2.400000,6.674772666667e-10,3.573182945539e-11,3,6.341081000000e-10;6.512982000000e-10;7.170255000000e-10
5.0,2.500000,2.500000,6.753138666667e-10,2.598478588948e-11,3,6.718587000000e-10;7.087252000000e-10;6.453577000000e-10
5.0,2.600000,2.600000,6.928414666667e-10,1.451763590404e-11,3,6.800750000000e-10;6.852997000000e-10;7.131497000000e-10
5.0,2.700000,2.700000,7.053967333333e-10,3.265140513713e-11,3,7.396505000000e-10;6.614523000000e-10;7.150874000000e-10
5.0,2.800000,2.800000,7.006218333333e-10,9.884199249419e-12,3,6.876588000000e-10;7.116328000000e-10;7.025739000000e-10
5.0,2.900000,2.900000,6.961557333333e-10,3.865181557998e-11,3,6.684463000000e-10;7.508159000000e-10;6.692050000000e-10
5.0,3.000000,3.000000,7.247920666667e-10,3.360386431710e-11,3,7.361540000000e-10;6.791485000000e-10;7.590737000000e-10
